,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary
16059,26,2,233777,0,9,2,6,0,4,1,40,38,0
26723,45,1,206459,3,14,2,0,0,4,1,35,38,1
13905,20,2,216889,1,10,4,10,3,4,1,40,38,0
6153,25,2,279667,7,6,2,2,0,4,1,45,38,0
10335,20,1,243178,0,9,4,5,3,4,1,40,38,0
1254,49,2,171301,0,9,2,6,5,2,0,40,38,0
6619,41,1,208174,3,14,0,9,4,4,0,55,38,0
28069,62,2,223975,8,4,2,9,0,4,1,20,38,0
8966,46,2,82946,0,9,4,11,1,4,0,40,38,0
22148,79,4,103684,0,9,2,4,0,4,1,40,38,0
13682,37,2,188377,0,9,4,6,1,2,1,40,38,0
17903,23,2,377121,1,10,4,7,4,4,0,25,38,0
23927,23,2,210053,1,10,4,7,1,4,0,28,38,0
29300,28,4,119793,0,9,4,7,1,4,1,40,38,0
22365,46,4,353012,12,16,2,9,0,4,1,50,38,1
1043,31,2,316672,0,9,4,7,4,4,0,40,25,0
16982,34,2,193565,5,7,2,2,0,4,1,40,38,0
2125,20,2,217807,1,10,4,5,3,4,1,35,38,0
4045,51,2,194908,0,9,4,0,1,4,0,40,38,0
24106,31,2,87535,1,10,4,6,1,4,0,25,38,0
17502,42,2,155972,0,9,2,5,0,4,1,40,38,0
27447,44,2,408531,0,9,0,0,4,4,0,40,38,0
10791,32,2,113688,4,11,0,3,1,4,0,50,38,0
11933,42,2,203554,3,14,2,3,0,4,1,60,38,1
20984,27,2,215955,1,10,2,0,0,4,1,40,38,0
25848,23,2,455361,0,9,4,7,1,4,1,40,12,0
4875,37,2,227128,13,3,2,2,0,4,1,40,38,0
22345,22,2,236907,1,10,4,5,3,4,1,20,38,0
23533,36,2,337039,6,12,4,12,1,2,1,40,8,0
23169,33,2,278514,0,9,0,2,3,4,0,42,38,0
27873,30,0,48458,1,10,4,0,3,2,0,40,38,0
12098,57,2,134195,0,9,2,11,0,4,1,40,38,0
16583,55,2,139843,0,9,0,3,1,4,0,60,38,0
28874,34,4,56964,0,9,2,13,0,4,1,35,38,0
1829,29,2,421065,0,9,4,6,1,4,1,48,38,0
23425,69,2,114801,0,9,2,7,0,4,1,20,38,0
943,42,2,209370,0,9,5,11,1,4,0,30,38,0
3408,27,2,406662,0,9,4,0,1,4,1,40,38,0
25023,35,2,233786,5,7,5,7,4,4,1,20,38,0
25590,63,4,168048,9,15,2,9,0,4,1,30,38,1
20537,39,2,341741,15,1,4,7,1,4,0,12,38,0
3360,55,2,234213,0,9,2,13,0,4,1,60,38,0
22090,32,2,262153,0,9,0,2,4,4,1,35,38,0
18528,42,2,68729,1,10,4,2,1,1,1,40,38,0
3109,38,2,203836,0,9,2,11,0,4,1,40,3,0
19089,40,2,285787,6,12,2,12,0,4,1,40,38,0
24602,54,2,189607,2,13,4,7,3,2,0,36,38,0
12396,31,2,209538,7,6,2,2,0,4,1,40,38,0
9228,33,2,409172,2,13,2,3,3,4,1,55,38,0
15135,43,2,188436,4,11,0,9,1,4,1,48,38,0
18708,44,4,111483,7,6,4,2,3,4,1,50,38,0
4215,53,2,79324,0,9,2,2,0,4,1,40,38,0
18225,51,2,334273,0,9,2,2,0,4,1,40,38,0
21993,32,2,70985,4,11,2,6,0,4,1,40,38,0
20832,40,2,164678,6,12,0,9,4,4,0,32,38,0
22553,41,2,207685,1,10,0,7,1,4,1,21,38,0
7308,25,2,144483,0,9,5,3,4,4,0,40,38,0
26874,40,0,178866,0,9,2,0,5,4,0,20,38,0
15286,51,5,105943,0,9,2,0,5,4,0,40,38,0
3413,21,2,344891,1,10,4,0,3,1,1,20,38,0
569,46,2,102388,9,15,2,9,0,4,1,45,38,1
6433,24,4,191954,8,4,4,4,3,4,1,50,38,0
3542,51,2,179010,1,10,0,11,1,4,0,60,38,0
6591,19,2,156587,1,10,4,0,3,4,0,38,38,0
17224,33,2,268147,10,5,4,11,4,4,0,40,38,0
13796,41,2,225892,1,10,2,2,0,4,1,48,38,0
11460,50,5,289207,12,16,2,9,0,4,1,45,38,1
17791,44,1,189956,2,13,2,10,5,2,0,40,38,0
9650,23,2,111450,11,8,4,7,4,2,1,38,38,0
28582,17,2,106733,5,7,4,2,3,4,1,40,38,0
26029,21,2,282484,1,10,4,7,3,4,0,40,38,0
25834,42,2,319016,0,9,2,13,0,4,1,45,38,0
23625,30,2,427474,10,5,2,7,0,4,1,40,25,0
14376,62,2,209844,1,10,0,0,4,4,0,30,38,0
29312,41,2,469454,1,10,2,2,0,4,1,40,38,0
8376,34,5,61431,11,8,4,0,1,2,0,40,38,0
24679,53,0,290290,1,10,0,0,1,4,1,45,38,0
7730,34,0,189944,1,10,4,0,1,2,0,72,38,0
25057,28,2,535978,1,10,2,2,0,4,1,40,38,0
9476,74,4,104001,0,9,2,11,0,4,1,40,38,0
26732,56,2,175127,7,6,2,5,0,4,1,40,38,0
149,44,3,78374,3,14,0,3,4,1,0,40,38,0
22039,49,2,348751,8,4,2,6,0,4,1,40,38,0
1581,38,2,86551,2,13,0,11,1,4,1,48,38,0
12749,40,2,271393,6,12,0,3,1,4,0,40,38,0
22832,35,0,84848,1,10,4,5,4,4,0,40,38,0
25003,63,2,30813,3,14,2,9,0,4,1,50,38,1
24783,37,2,209214,13,3,4,6,4,4,0,40,25,0
29557,48,2,313925,6,12,2,9,5,4,0,30,38,0
11416,41,0,186601,0,9,5,3,1,2,0,40,38,0
28868,23,2,201138,1,10,4,0,1,4,0,8,38,0
16804,51,4,111283,0,9,0,3,1,4,0,35,38,0
20388,28,2,167336,0,9,2,3,5,4,0,45,38,0
15719,26,2,213625,6,12,2,11,0,4,1,40,38,0
26158,39,2,249720,2,13,0,3,4,2,0,60,38,0
4696,39,5,121838,0,9,0,7,4,2,0,40,38,0
15335,24,2,196332,0,9,4,7,3,2,0,40,38,0
16849,45,4,123088,0,9,2,2,0,4,1,50,38,0
24209,40,2,83953,1,10,2,13,0,4,1,50,38,0
3342,61,2,232308,7,6,2,6,0,4,1,40,38,0
3290,27,2,36440,9,15,4,9,1,4,0,65,38,0
5153,23,2,292023,0,9,4,3,1,4,1,45,38,0
16749,30,2,48829,0,9,4,11,1,4,0,30,38,0
4685,44,3,187720,1,10,2,11,0,4,1,50,38,0
7649,50,0,183611,1,10,4,0,1,4,1,40,38,0
18140,55,1,107308,3,14,2,9,0,4,1,40,38,1
9271,19,2,208513,0,9,4,2,2,4,1,40,38,0
16836,26,2,40915,2,13,4,7,1,4,0,25,38,0
13689,17,2,151141,5,7,4,5,3,4,1,15,38,0
375,28,2,166481,8,4,2,5,0,3,1,40,32,0
20901,55,4,95149,1,10,2,13,0,4,1,99,38,0
14989,58,2,310320,2,13,2,3,0,4,1,40,38,1
24641,38,2,102350,1,10,0,2,4,4,1,40,38,0
17268,45,2,183092,6,12,4,0,1,2,0,40,38,0
2005,41,4,438696,3,14,0,11,4,4,1,5,38,0
18050,41,2,171546,2,13,2,12,0,4,1,45,38,1
15701,42,1,99554,1,10,2,13,0,4,1,40,38,0
25396,27,2,213842,2,13,4,0,3,4,1,38,38,0
26067,35,2,196178,0,9,2,2,0,4,1,40,38,0
252,27,1,209109,3,14,4,9,3,4,1,35,38,0
13470,38,1,218184,13,3,2,5,2,4,1,40,25,0
3657,37,2,80638,2,13,2,7,0,1,1,30,2,1
18471,66,2,169435,0,9,6,2,1,4,1,16,38,0
18112,45,2,160724,0,9,2,2,0,1,1,40,39,0
13906,26,2,167350,0,9,4,13,3,4,1,50,38,0
7228,23,2,189203,0,9,4,11,1,4,1,40,38,0
24914,42,2,511068,2,13,2,9,0,4,1,40,38,1
9317,25,2,120238,0,9,2,11,0,4,1,40,38,0
6593,32,2,153588,0,9,0,2,1,4,1,40,38,0
15251,41,1,183009,0,9,2,13,0,2,1,40,38,0
1814,45,4,133969,0,9,2,11,0,1,1,50,34,0
21408,68,2,236943,10,5,0,4,1,2,1,20,38,0
3970,36,2,356838,12,16,2,9,0,4,1,50,1,1
23605,19,4,137578,0,9,4,7,3,4,1,53,38,0
26090,43,2,219307,10,5,0,13,1,2,1,40,38,0
17591,37,2,193855,0,9,2,13,0,4,1,45,38,0
8025,34,2,40067,1,10,2,2,0,4,1,40,38,0
29576,45,2,44489,0,9,2,13,0,4,1,45,38,0
12958,19,2,248339,0,9,4,2,3,4,1,35,38,0
14895,35,2,107125,2,13,2,9,0,4,1,16,38,1
17872,59,2,97168,7,6,2,2,0,4,1,40,38,0
15320,22,2,383603,1,10,4,0,3,4,0,40,38,0
1953,47,2,185254,13,3,4,8,3,4,0,40,7,0
28806,42,1,318046,5,7,2,13,0,4,1,40,38,0
8790,39,1,222572,3,14,4,9,4,4,0,43,38,0
3967,63,2,149756,6,12,0,3,1,4,1,40,38,0
20685,28,2,175710,2,13,2,3,5,4,0,40,38,0
25656,27,2,161087,0,9,2,9,5,2,0,40,38,0
24763,41,4,238184,0,9,2,4,5,4,0,40,38,0
28561,21,2,231866,4,11,4,2,3,4,1,40,38,0
28897,33,2,204752,0,9,4,7,3,4,1,40,38,0
17265,46,2,163021,0,9,4,0,3,4,0,40,38,0
15672,41,2,244945,1,10,2,3,0,4,1,40,38,0
28894,29,2,82393,0,9,4,6,3,1,1,40,10,0
20836,65,2,36209,7,6,2,5,0,4,1,22,38,0
10746,20,2,107658,1,10,4,12,1,4,0,10,38,0
29707,29,3,124950,2,13,4,11,3,4,0,40,38,0
23702,44,2,174283,2,13,2,11,0,4,1,50,38,1
6187,52,2,181901,0,9,3,4,2,4,1,20,25,0
5246,40,2,76625,0,9,0,2,4,4,1,40,38,0
2872,25,2,131976,2,13,4,3,3,4,1,55,38,0
18556,21,2,293968,1,10,3,11,3,2,0,20,38,0
28430,42,2,355728,4,11,4,2,1,4,1,44,38,0
11575,35,2,48404,0,9,4,11,3,4,0,40,38,0
13772,26,2,247025,4,11,0,2,3,4,1,40,38,0
5345,24,2,220426,0,9,4,5,1,4,1,40,38,0
17531,55,2,284095,0,9,0,11,1,4,0,37,38,0
6836,55,4,183810,3,14,2,9,0,4,1,55,38,1
4375,49,2,65087,3,14,2,3,0,4,1,50,38,1
4843,39,5,141420,1,10,2,10,0,4,1,40,38,0
24299,42,5,219682,3,14,0,3,1,4,1,45,38,0
12729,43,2,138184,0,9,0,7,1,2,0,35,38,0
20389,37,2,282951,0,9,2,9,0,4,1,40,38,0
29425,44,3,69333,2,13,2,2,0,4,1,50,38,1
2699,25,2,76978,0,9,4,11,4,2,0,35,38,0
5983,37,2,308691,2,13,2,2,0,4,1,45,38,1
29892,31,2,183801,3,14,2,9,0,4,1,43,38,1
25100,29,2,186733,0,9,2,2,0,4,1,50,38,0
18918,58,2,56331,2,13,2,11,0,4,1,40,38,1
29851,40,2,70645,15,1,4,7,1,4,0,20,38,0
16807,44,2,172032,4,11,2,0,0,4,1,51,38,0
22517,41,2,170331,2,13,2,9,0,4,1,60,38,1
9972,24,2,85041,0,9,5,7,4,4,0,25,38,0
20674,19,2,382738,0,9,4,7,3,2,0,40,38,0
17653,23,2,225724,1,10,4,9,3,4,0,25,38,0
1168,27,2,115831,1,10,2,7,0,4,1,40,38,0
24940,26,2,151626,2,13,4,9,1,2,0,45,38,0
27409,34,2,30433,2,13,4,11,1,4,0,35,38,0
21524,42,2,126701,2,13,0,0,4,4,1,45,38,0
13273,64,2,46087,2,13,0,3,1,4,0,50,38,0
14058,28,2,199903,2,13,4,0,1,4,0,20,38,0
1910,36,1,126569,1,10,2,10,0,4,1,40,38,0
5522,22,2,505980,0,9,4,5,3,4,1,40,38,0
14024,22,2,332194,1,10,4,7,3,2,1,40,38,0
25516,28,2,285294,2,13,2,11,5,2,0,45,38,0
25084,53,3,134854,4,11,2,3,0,4,1,40,11,0
25441,54,4,52634,1,10,2,11,0,4,1,40,38,0
484,74,2,99183,1,10,0,0,1,4,0,9,38,0
8325,62,2,134768,0,9,2,13,0,4,1,40,38,0
10429,18,2,329054,5,7,4,0,3,4,0,15,38,0
21411,48,1,144122,3,14,0,9,1,4,0,40,38,0
26691,35,2,149347,0,9,4,2,1,4,1,70,38,0
9747,33,2,193042,0,9,2,13,0,4,1,60,38,0
1176,42,2,342865,0,9,2,11,0,4,1,40,38,0
24796,31,1,192565,3,14,2,9,0,4,1,90,38,1
22570,45,2,185437,6,12,0,2,1,4,0,55,38,0
17547,25,2,190628,1,10,2,2,0,4,1,40,3,0
15075,27,2,187981,0,9,4,5,3,4,1,40,38,0
24230,49,1,159726,5,7,0,5,4,4,1,40,38,0
20887,36,2,219814,10,5,2,2,0,4,1,35,12,0
7532,31,2,48189,0,9,2,13,0,4,1,45,38,0
29008,42,2,152889,7,6,2,2,0,4,1,45,38,0
20662,35,1,85548,1,10,5,0,4,0,0,40,38,0
21005,21,2,241367,1,10,4,0,3,4,1,10,38,0
29897,38,2,447346,1,10,2,2,0,4,1,36,38,0
28323,30,4,182089,0,9,2,4,0,4,1,85,38,0
14761,35,2,115214,0,9,4,6,4,4,1,65,38,0
22736,18,2,396270,0,9,4,0,3,4,1,25,38,0
28242,46,2,192894,8,4,2,4,0,2,1,30,38,0
27093,23,2,32616,2,13,4,0,3,4,0,20,38,0
3441,38,2,296125,0,9,5,8,4,2,0,30,38,0
1030,58,1,205267,2,13,2,9,5,4,0,40,38,0
7600,32,2,121634,7,6,4,6,3,4,1,40,25,0
23672,34,2,238376,14,2,2,2,0,4,1,40,25,0
15814,51,4,85902,7,6,6,13,2,4,0,40,38,0
1796,77,1,144608,0,9,2,3,0,4,1,6,38,0
10524,29,2,152503,1,10,4,5,1,2,1,45,38,0
15632,23,2,189072,2,13,4,12,1,2,0,45,38,0
20689,30,2,251825,6,12,4,6,4,2,0,40,38,0
2935,30,2,125279,0,9,3,11,4,4,1,40,38,0
11592,24,5,232918,2,13,4,9,1,4,1,20,38,0
27449,37,2,314963,1,10,2,6,0,4,1,40,38,0
6417,36,2,334291,0,9,2,11,0,4,1,40,38,0
1068,44,2,193459,4,11,2,2,0,4,1,40,38,0
4642,44,2,111067,1,10,2,2,0,4,1,40,38,0
22284,51,2,205100,1,10,0,11,1,4,0,45,38,0
27785,20,2,203027,0,9,4,4,1,4,1,55,38,0
833,37,2,211154,1,10,0,6,1,4,1,52,38,0
7138,21,2,70261,1,10,4,7,3,4,1,30,38,0
13485,53,2,55139,0,9,4,4,1,4,1,10,38,0
23891,27,2,142075,1,10,4,7,3,4,1,24,38,0
5020,19,5,156294,1,10,4,9,3,4,1,25,38,0
1015,39,3,218184,10,5,2,3,0,4,1,40,25,0
27966,28,2,209205,2,13,4,9,1,4,1,60,38,0
14236,31,2,377850,0,9,2,2,0,4,1,65,38,0
28800,26,2,122575,2,13,4,3,4,1,1,60,39,0
6630,30,2,211028,0,9,4,0,1,4,0,45,38,0
27162,32,2,130040,0,9,0,5,1,4,1,40,38,0
21124,19,2,93518,1,10,4,11,3,4,0,20,38,0
17647,36,2,280169,3,14,2,3,0,4,1,50,38,1
15464,38,5,143517,2,13,4,3,3,4,1,40,38,0
6671,29,2,183009,2,13,4,9,1,3,0,40,38,0
4137,43,0,211450,0,9,4,0,3,4,1,40,38,0
17121,20,2,129240,1,10,4,0,3,4,0,20,38,0
13394,41,1,47858,2,13,2,10,0,4,1,40,38,1
15176,35,2,217893,0,9,0,11,1,4,0,30,38,0
1989,22,2,100587,1,10,4,7,3,2,0,15,38,0
24057,19,2,407759,0,9,4,0,3,4,1,40,38,0
21401,34,2,176711,0,9,0,7,3,4,1,40,38,0
23823,24,2,186213,1,10,2,12,0,4,1,50,38,0
22965,36,2,206253,1,10,4,7,1,4,0,40,38,0
3547,50,5,229272,0,9,2,2,0,2,1,40,38,0
1834,47,2,363418,1,10,4,11,1,4,1,70,38,0
7592,26,4,233933,7,6,4,9,1,4,0,32,38,0
13214,34,4,28568,0,9,0,3,1,4,1,60,38,0
17714,41,2,210844,1,10,3,11,4,2,0,40,38,0
25801,56,4,119069,2,13,2,0,0,4,1,40,38,1
12200,45,1,556652,0,9,2,2,0,2,1,40,38,0
26397,52,2,95704,10,5,2,5,0,4,1,40,38,0
10599,56,1,238582,1,10,2,2,0,4,1,41,38,0
2071,45,5,207847,1,10,4,0,4,4,0,40,38,0
10441,24,2,255474,5,7,2,11,0,4,1,40,38,0
16055,39,2,184801,2,13,2,9,0,4,1,40,38,1
11264,57,2,99364,10,5,2,6,0,4,1,40,32,0
25526,36,2,234271,1,10,4,2,1,4,0,40,38,0
6347,17,2,100828,1,10,4,0,3,4,1,20,38,0
3976,46,0,162187,2,13,2,9,0,4,1,40,38,1
29020,22,2,138504,1,10,4,0,4,2,0,30,38,0
29002,29,0,242147,0,9,0,0,1,3,1,45,38,0
7293,22,2,208946,1,10,4,11,3,4,1,40,38,0
11872,37,2,526968,3,14,4,9,1,4,0,38,38,0
29945,28,2,330466,2,13,4,9,1,1,1,40,16,0
23644,20,2,388156,1,10,4,9,3,4,1,24,38,0
2242,20,2,100188,1,10,4,12,3,4,0,24,38,0
17195,44,2,127592,2,13,2,12,0,4,1,40,38,1
16091,57,2,314153,2,13,2,11,0,4,1,55,38,1
1770,27,2,278581,2,13,4,11,3,4,0,40,38,0
20780,46,2,155659,5,7,2,2,0,4,1,40,38,0
24120,52,4,165278,4,11,2,3,0,4,1,40,38,0
27916,44,2,191149,1,10,0,0,4,4,0,57,38,0
8913,39,2,43712,0,9,2,3,0,4,1,40,38,0
1755,26,2,91683,7,6,2,13,0,4,1,35,38,0
28268,38,2,175441,0,9,4,5,1,2,1,40,38,0
28583,42,5,212027,2,13,0,9,1,2,1,40,38,0
22522,56,2,105281,0,9,6,11,1,4,0,40,38,0
4057,27,2,51025,0,9,4,7,1,4,0,40,38,0
27125,42,4,248406,0,9,2,13,0,4,1,40,38,0
25891,39,2,32146,1,10,4,2,1,4,1,40,38,0
24984,33,2,199170,1,10,4,2,1,2,1,40,38,0
24963,21,0,99199,0,9,4,0,3,4,1,36,38,0
23489,24,2,433330,0,9,0,6,1,4,1,40,38,0
28247,25,2,185952,3,14,4,9,1,4,1,30,38,0
12670,50,2,130780,0,9,2,5,0,2,1,40,38,0
7706,26,2,120238,2,13,4,2,1,4,1,40,38,0
9609,56,2,285730,3,14,4,9,1,4,1,66,38,0
3575,50,0,176969,0,9,0,9,1,4,1,40,38,0
5982,38,2,316211,0,9,0,2,3,4,1,40,38,0
5695,42,2,210525,1,10,2,12,0,4,1,20,38,0
7746,34,2,192002,2,13,2,3,0,4,1,40,38,1
11061,51,0,36186,2,13,2,9,0,4,1,40,38,1
2561,34,2,33945,0,9,0,2,1,4,1,55,38,0
20857,27,2,46868,2,13,4,12,1,4,0,15,38,0
6331,35,2,337286,3,14,4,3,1,1,1,40,38,0
21941,32,5,206051,1,10,3,4,3,4,1,50,38,0
12900,29,2,50028,1,10,2,7,0,4,1,40,38,0
9043,30,2,54608,2,13,2,0,0,4,1,40,38,1
23295,24,2,134787,1,10,4,11,3,4,0,40,38,0
7164,42,2,445940,10,5,2,2,0,4,1,40,25,0
14178,54,2,177675,0,9,0,0,4,4,0,42,38,0
13550,41,1,248406,0,9,5,13,3,4,1,40,38,0
24473,19,2,85690,0,9,4,6,4,4,1,30,38,0
22461,23,2,35448,1,10,4,7,4,4,0,25,38,0
9966,45,2,242994,1,10,4,11,1,4,1,52,38,0
29614,44,2,147110,1,10,0,0,3,4,1,40,38,0
25813,34,2,258675,0,9,4,13,3,4,1,40,38,0
16935,27,1,229223,1,10,4,10,3,4,0,40,38,0
18749,40,2,137304,2,13,0,0,1,2,0,40,38,0
17899,42,5,160369,3,14,2,9,0,4,1,50,38,1
22051,31,2,139000,0,9,0,11,4,4,0,25,38,0
14134,47,2,209460,1,10,2,2,0,4,1,47,38,0
6063,22,2,290504,0,9,4,7,2,4,1,40,38,0
2592,39,2,548510,2,13,2,9,0,2,1,30,38,1
1653,63,2,151210,8,4,0,11,1,4,0,40,38,0
7889,26,2,416577,0,9,2,6,0,2,1,45,38,0
8429,52,2,416059,2,13,2,9,0,2,1,40,38,1
4221,43,2,191149,0,9,0,3,1,4,0,40,38,0
2094,48,2,119565,0,9,2,2,0,4,1,40,38,0
20970,38,2,108140,2,13,4,3,1,4,1,45,38,0
16532,57,3,51016,0,9,2,3,0,4,1,60,38,0
6106,57,2,182677,2,13,2,3,0,1,1,40,34,1
2868,42,2,54102,4,11,0,0,4,4,0,40,38,0
6205,36,2,218490,6,12,2,2,0,4,1,35,38,0
14509,46,0,102308,9,15,2,9,0,4,1,50,38,1
6798,37,2,31023,0,9,2,2,0,4,1,45,38,0
16988,22,0,32950,1,10,2,11,0,4,1,37,38,0
5106,42,2,266084,1,10,2,2,0,4,1,45,38,0
4989,33,2,214635,0,9,2,3,0,2,1,50,38,0
4135,21,2,191243,1,10,4,7,3,4,1,40,38,0
20539,48,2,344415,2,13,3,9,1,4,1,37,38,0
10849,24,2,235894,0,9,2,2,0,4,1,38,38,0
13094,33,2,213226,0,9,2,2,0,4,1,60,38,0
85,28,2,212563,1,10,0,6,4,2,0,25,38,0
27056,41,4,287037,0,9,2,9,0,4,1,40,38,0
12377,34,2,105493,3,14,0,9,4,4,0,40,38,0
5208,49,2,178749,3,14,3,0,4,4,0,40,38,0
26159,72,4,258761,0,9,2,4,0,4,1,40,38,0
4789,61,2,73809,1,10,0,0,1,4,0,40,38,0
1294,48,2,329778,0,9,6,7,4,4,0,40,38,0
9891,26,2,146343,1,10,2,11,5,2,0,40,38,0
19560,43,2,178976,0,9,4,0,4,4,0,40,38,0
21326,38,1,147258,0,9,4,13,1,4,1,40,38,0
11878,69,5,203072,12,16,2,9,0,4,1,50,38,1
6434,63,2,108097,1,10,2,2,0,4,1,45,38,0
6345,56,2,53366,8,4,0,13,4,4,1,40,38,0
667,42,2,162140,2,13,2,3,0,4,1,45,38,1
21000,31,0,281540,6,12,2,12,0,4,1,45,38,0
16787,58,4,193434,0,9,2,2,0,4,1,20,38,0
5098,27,2,292472,1,10,2,9,0,1,1,40,0,0
15149,50,2,166565,0,9,2,6,0,4,1,50,38,0
12447,60,2,103344,0,9,2,2,0,4,1,40,38,0
17821,73,2,198526,0,9,6,7,2,4,0,32,38,0
114,29,5,267989,2,13,2,9,0,4,1,50,38,1
2042,57,5,39380,0,9,5,7,1,4,0,35,38,0
412,27,2,405855,10,5,4,2,2,4,1,40,25,0
8295,47,2,148995,3,14,2,3,0,4,1,65,38,1
29404,22,2,349368,2,13,4,3,3,4,0,30,38,0
12413,25,2,169100,3,14,2,3,0,4,1,40,38,1
22675,32,2,98656,3,14,4,3,1,4,0,40,38,0
19846,33,2,112820,4,11,2,10,0,4,1,40,38,0
29389,43,2,171438,4,11,5,11,4,4,0,45,38,0
28838,50,2,28952,1,10,2,11,5,4,0,39,38,0
8862,58,1,239405,13,3,0,7,2,2,0,40,13,0
15781,32,2,209691,2,13,2,11,0,4,1,42,38,1
10659,42,4,82161,7,6,6,13,4,4,1,35,38,0
1261,43,1,169203,4,11,4,0,1,4,0,35,38,0
23962,54,2,299324,13,3,3,6,4,4,1,40,25,0
1734,68,2,107910,0,9,4,11,1,4,0,40,38,0
7298,24,2,211129,2,13,4,11,3,4,0,35,38,0
7981,42,2,175133,1,10,4,6,4,2,0,40,38,0
25392,34,2,149507,0,9,2,2,0,4,1,55,38,0
15877,29,2,205249,3,14,2,3,0,1,1,40,23,1
10307,20,2,172047,1,10,4,4,3,4,1,10,38,0
26591,34,3,200689,2,13,0,11,4,4,0,40,38,0
5897,49,4,233059,0,9,2,2,0,4,1,60,38,0
25400,31,2,50276,2,13,0,9,1,4,1,60,38,0
17263,43,4,182217,2,13,2,9,5,4,0,35,38,0
26772,45,2,236040,1,10,2,9,0,4,1,40,38,0
22523,41,5,283917,4,11,2,9,0,4,1,35,38,0
4394,25,2,290528,0,9,2,6,0,4,1,40,38,0
18726,33,3,144949,2,13,2,11,0,4,1,65,38,1
2772,21,2,231866,0,9,4,4,3,4,1,65,38,0
922,20,2,148294,1,10,4,7,3,4,1,40,38,0
23591,37,2,179671,10,5,2,5,0,4,1,50,38,0
3057,26,2,179633,0,9,4,12,2,4,1,40,38,0
30066,46,2,42251,1,10,2,11,0,4,1,45,38,0
20223,34,2,156464,2,13,0,3,1,4,1,85,8,0
2820,27,2,301654,0,9,4,3,3,4,0,40,38,0
19013,28,4,212318,0,9,4,2,1,4,1,55,38,0
16895,31,2,291702,0,9,2,2,0,4,1,40,38,0
19106,43,1,216116,3,14,5,9,4,2,0,37,38,0
15125,50,2,220019,3,14,2,9,5,4,0,40,38,0
28612,39,2,230356,2,13,4,0,1,4,0,40,38,0
27021,38,2,207202,0,9,2,6,0,4,1,48,38,0
30094,27,2,155382,1,10,4,7,1,4,0,25,38,0
28753,29,2,35032,1,10,2,5,0,4,1,60,38,0
29403,40,4,33310,9,15,0,7,1,4,0,35,38,0
27434,30,2,329425,1,10,4,10,3,4,1,48,38,0
18163,19,2,129151,0,9,4,2,1,4,0,40,38,0
28511,45,1,199590,1,10,2,2,0,4,1,40,25,0
22336,33,4,127894,9,15,2,9,0,4,1,60,38,1
6502,49,4,43479,1,10,2,2,0,4,1,40,38,0
16739,22,2,174461,1,10,4,0,3,4,0,15,38,0
25079,76,4,253408,1,10,6,13,1,4,1,40,38,0
4069,43,3,286750,9,15,2,9,0,2,1,99,38,1
16644,19,2,29526,1,10,4,7,3,4,0,18,38,0
13004,50,3,104849,9,15,2,9,0,1,1,40,18,1
13319,50,2,133963,2,13,0,11,1,4,0,50,38,0
17896,29,2,259226,5,7,4,6,3,4,1,48,38,0
28504,38,2,154410,0,9,2,2,0,4,1,40,30,0
28883,23,2,70919,2,13,4,3,1,4,1,40,38,0
17275,59,2,32552,2,13,2,2,0,4,1,4,38,1
18152,28,2,163320,0,9,4,13,3,4,1,40,38,0
6238,54,2,249860,5,7,0,8,4,2,0,10,38,0
27938,26,2,121559,0,9,2,2,0,4,1,40,38,0
24050,24,2,283092,0,9,4,0,2,2,1,40,22,0
24716,59,2,202682,0,9,2,2,0,4,1,40,38,0
21065,26,2,105516,2,13,4,11,1,4,0,40,38,0
23959,37,2,226947,4,11,2,2,0,4,1,40,38,0
29039,46,2,149640,2,13,0,9,1,4,1,45,8,0
7482,25,2,203570,0,9,5,7,4,2,1,40,38,0
9941,25,2,282313,7,6,4,5,3,2,1,40,38,0
11853,52,2,202071,0,9,6,2,3,4,0,40,38,0
28743,60,2,317083,2,13,2,3,0,4,1,45,38,1
2193,33,4,312055,2,13,2,11,0,4,1,45,38,1
21070,49,2,43348,3,14,4,9,1,4,1,40,38,0
17740,30,2,149531,0,9,2,2,0,4,1,50,38,0
14472,59,2,168569,9,15,4,9,1,4,1,50,38,0
8024,38,2,354739,4,11,2,9,0,1,1,36,29,0
2224,35,2,136343,0,9,4,11,1,4,1,40,38,0
6232,57,2,176079,0,9,0,0,1,4,0,40,38,0
99,31,1,189265,0,9,4,0,1,4,0,40,38,0
25419,40,2,124747,0,9,2,2,5,4,0,40,38,0
15457,46,1,146497,0,9,0,9,1,4,0,40,38,0
20338,32,2,155781,1,10,2,5,0,4,1,40,38,0
17589,62,4,39610,1,10,2,4,0,4,1,80,38,0
2272,39,4,237532,0,9,2,11,5,2,0,54,5,0
1164,50,4,343748,1,10,2,2,0,4,1,35,38,0
16931,57,2,162301,0,9,0,0,1,4,0,45,38,0
15271,58,4,35551,2,13,2,3,0,4,1,70,38,1
25510,23,2,71864,1,10,4,3,1,4,0,35,38,0
28991,45,2,227791,1,10,2,11,0,4,1,50,38,0
28770,50,4,143730,2,13,2,4,0,4,1,80,38,1
9997,35,2,158046,1,10,2,11,0,4,1,70,38,0
11567,36,2,193855,0,9,2,2,0,4,1,40,38,0
27371,46,1,133969,3,14,0,9,1,0,1,40,38,0
